Unnamed: 0,fuel.consumption.country,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,Attribute24,Attribute25,Attribute26,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34,Attribute35,Attribute36,Attribute37
987,988,7.1,1,7,9,4,12,1948,103,11,6000,750,6800,6500,11.81,9999.0,9999.0,10.8,1295,475,12.6,15,21,2,28,33,39,42,4483,1717,1411,2550,200,183,9999.0,34.5,3.162,50,54
988,989,7.1,1,7,9,4,12,1581,76,10,5750,850,6700,9999,11.45,9999.0,9999.0,13.6,1165,590,15.3,15,21,2,28,33,39,42,4390,1741,1420,2540,187,144,9999.0,40.9,2.6919999999999997,50,54
989,990,7.1,1,7,9,4,12,1997,108,10,6000,9999,9999,9999,11.58,9999.0,9999.0,10.9,1355,535,12.5,15,21,1,28,33,39,42,4595,1750,1430,2670,200,184,9999.0,38.6,2.9160000000000004,52,54
990,991,7.1,1,7,9,4,12,1850,100,10,6000,9999,9999,9999,11.89,9999.0,9999.0,11.6,1410,520,14.1,15,21,1,28,33,39,42,4595,1750,1430,2670,198,175,9999.0,38.6,2.9160000000000004,52,54
991,992,7.1,1,7,9,4,12,1997,108,10,6000,9999,9999,9999,11.58,9999.0,9999.0,10.0,1310,540,12.1,15,21,1,28,33,39,42,4765,1785,1395,2670,208,184,9999.0,33.5,3.464,52,54
992,993,7.1,1,7,9,4,12,1840,84,10,6000,750,9999,9999,11.0,9999.0,9999.0,12.2,1210,435,14.4,15,21,2,28,33,38,42,4200,1705,1410,2610,175,161,9999.0,40.3,2.71,52,54
993,994,7.1,1,7,9,4,12,1991,100,10,5800,9999,9999,9999,11.23,9999.0,9999.0,12.4,1220,495,12.2,15,21,2,28,33,38,42,4590,1710,1430,2610,195,178,0.6579999999999999,42.1,2.676,52,54
994,995,7.1,1,7,9,4,12,1991,100,10,5800,9999,9999,9999,11.23,9999.0,9999.0,12.4,1220,510,12.2,15,21,2,28,33,38,42,4590,1710,1430,2610,195,178,0.6579999999999999,42.1,2.676,52,54
995,996,7.1,1,7,9,4,12,1998,98,10,5400,9999,9999,9999,11.64,9999.0,9999.0,10.2,1325,505,13.5,15,21,2,28,33,39,42,4671,1779,1437,2670,206,185,9999.0,35.4,3.298,50,54
996,997,7.1,1,7,9,4,12,1998,98,10,5400,9999,9999,9999,11.64,9999.0,9999.0,10.2,1325,505,13.5,15,21,2,28,33,39,42,4671,1779,1437,2670,206,185,9999.0,35.4,3.298,50,54
997,998,7.1,1,7,9,4,12,1975,102,10,6000,9999,9999,9999,11.58,9999.0,9999.0,10.8,1202,483,11.8,15,22,2,28,33,38,42,4448,1702,1393,2550,187,182,0.693,39.5,2.7260000000000004,50,54
998,999,7.1,1,7,9,4,12,2392,104,10,5800,9999,9999,9999,10.45,9999.0,9999.0,10.6,1405,450,13.5,15,24,2,28,33,39,42,4742,1780,1399,2718,200,199,9999.0,50.2,2.326,50,54
999,1000,7.1,1,7,9,4,12,1781,110,10,5700,750,9999,9999,14.82,9999.0,7.9,11.0,1505,580,13.7,15,22,2,29,33,38,42,4796,1810,1479,2760,211,210,0.679,45.7,2.531,50,54
1000,1001,7.1,1,7,9,6,13,2771,142,11,6000,9999,6600,9999,12.7,9999.0,5.8,8.3,1560,580,11.0,15,22,4,28,33,38,42,4796,1810,1479,2760,228,280,0.679,11.4,1.125,50,54
1001,1002,7.1,1,7,9,6,13,2393,121,11,6000,650,6800,9999,12.08,9999.0,9999.0,9999.0,1570,550,13.0,15,22,4,28,33,38,42,4796,1810,1479,2760,9999,230,0.657,10.1,11.467,50,54
1002,1003,7.1,2,7,9,6,12,2793,142,10,5500,720,9999,6500,12.6,9999.0,5.2,7.3,1465,540,10.3,15,18,2,28,33,38,42,4478,1739,1409,2725,237,280,0.659,30.1,3.9,50,56
1003,1004,7.1,1,7,9,4,12,1988,96,10,5500,9999,9999,9999,11.25,9999.0,9999.0,9.6,1197,518,12.5,15,21,2,28,33,38,42,4438,1702,1484,2615,201,178,0.645,36.2,3.114,50,54
1004,1005,7.1,1,7,9,4,12,1781,110,10,5700,825,9999,9999,14.82,9999.0,7.3,10.5,1401,559,12.7,15,22,2,29,33,38,42,4669,1740,1496,2703,211,210,0.688,47.5,2.443,50,54
1005,1006,7.1,1,7,9,4,12,1998,97,10,5500,800,9999,9999,11.32,9999.0,9999.0,13.3,1388,522,14.3,15,21,2,28,33,39,42,4712,1755,1420,2740,193,180,0.7040000000000001,38.9,2.9160000000000004,50,54
1006,1007,7.1,1,7,9,4,12,1948,103,11,6000,9999,9999,9999,11.81,9999.0,9999.0,10.8,1320,470,12.8,15,21,2,28,33,39,42,4483,1717,1413,2550,200,183,9999.0,34.5,3.162,50,54
1007,1008,7.1,1,7,9,5,12,2319,184,9,5200,670,9999,9999,17.88,9999.0,9999.0,7.1,1537,573,8.4,15,21,2,29,33,39,42,4710,1804,1488,2755,250,330,0.669,42.0,2.8,50,54
1008,1009,7.1,1,7,9,4,12,1581,76,10,5750,850,6700,9999,11.45,9999.0,9999.0,13.6,1225,595,16.1,15,21,2,28,33,39,42,4487,1741,1500,2540,187,144,9999.0,40.9,2.6919999999999997,50,54
1009,1010,7.1,1,7,9,4,12,1975,102,10,6000,9999,9999,9999,11.58,9999.0,9999.0,10.8,1247,468,12.2,15,22,2,28,33,38,42,4459,1702,1457,2550,188,182,0.7440000000000001,43.0,2.57,50,54
1010,1011,7.1,5,7,10,4,12,1299,59,10,6000,750,9999,9999,10.06,9999.0,9999.0,9999.0,1030,390,17.5,15,21,1,28,33,38,42,3625,1600,1705,2250,140,104,9999.0,36.3,3.377,52,54
1011,1012,7.2,2,7,9,4,12,1998,100,10,5500,750,6350,6200,11.95,5.1,7.7,11.5,1335,465,13.4,15,20,2,28,33,38,42,4567,1722,1371,2690,205,190,0.597,40.3,2.872,50,54
1012,1013,7.2,2,7,9,6,13,3199,160,10,5700,550,6000,6000,12.1,3.5,5.3,7.4,1420,500,8.9,15,20,2,28,33,38,42,4567,1722,1371,2690,240,308,0.617,45.4,2.548,52,54
1013,1014,7.2,2,7,9,4,12,1998,120,10,5300,750,6350,6200,14.47,3.8,6.0,8.2,1290,335,10.8,15,20,2,30,33,38,42,4010,1712,1274,2400,223,230,0.611,39.5,2.9,50,54
1014,1015,7.2,3,7,9,4,12,1781,154,10,5800,9999,9999,9999,19.05,9999.0,4.8,6.8,1400,560,9.1,15,21,2,29,33,38,42,4159,1763,1415,2519,238,270,0.639,38.3,3.24,50,56
1015,1016,7.2,3,7,9,4,12,1781,132,10,6000,860,6800,9999,16.58,9999.0,5.4,7.9,1380,550,10.5,15,22,2,29,33,38,42,4479,1733,1416,2607,230,235,0.65,35.5,3.259,50,54
1016,1017,7.2,2,7,9,6,12,2793,142,10,5500,700,9999,6500,12.6,9999.0,9999.0,7.5,1500,540,10.6,15,18,2,28,33,38,42,4775,1799,1439,2830,240,280,0.6509999999999999,40.7,2.9,50,54
1017,1018,7.2,2,7,9,6,12,1991,110,11,5900,720,9999,6500,11.99,9999.0,9999.0,10.9,1400,500,12.7,15,24,2,28,33,38,42,4488,1757,1369,2725,218,190,0.594,45.2,2.6,50,56
1018,1019,7.2,2,7,9,6,12,2494,125,11,5500,720,9999,6500,12.34,9999.0,9999.0,9.0,1410,500,11.3,15,18,2,28,33,38,42,4488,1757,1369,2725,230,245,0.594,50.8,2.278,50,56
1019,1020,7.2,2,7,9,6,12,1991,110,11,5900,720,9999,6500,11.99,9999.0,8.9,10.9,1400,500,12.7,15,24,2,28,33,38,42,4471,1739,1415,2725,216,190,0.597,45.4,2.6,50,56
1020,1021,7.2,2,7,9,6,12,2494,125,11,5500,720,9999,6500,12.34,9999.0,6.5,9.0,1410,500,11.3,15,18,2,28,33,38,42,4471,1739,1415,2725,228,245,0.597,51.0,2.278,50,56
1021,1022,7.2,2,7,9,6,12,1991,110,11,5900,700,6500,6500,11.99,9999.0,9999.0,8.9,1270,270,11.5,15,18,2,28,33,38,42,4050,1740,1293,2446,210,190,0.769,33.5,3.5,50,54
1022,1023,7.2,2,7,9,6,12,2494,125,11,5500,700,9999,6500,12.34,9999.0,9999.0,8.5,1475,510,11.8,15,18,2,28,33,38,42,4775,1799,1439,2830,228,245,0.629,38.6,3.1,50,54
1023,1024,7.2,2,7,9,4,12,2198,106,11,5400,9999,9999,9999,11.72,9999.0,9999.0,10.5,1605,475,15.1,15,21,2,28,33,39,42,4898,1776,1455,2730,210,205,0.685,35.0,3.315,50,54
1024,1025,7.2,1,7,9,5,13,2324,110,10,6000,700,6600,9999,11.08,9999.0,6.4,9.1,1302,523,11.8,15,18,2,28,33,38,42,4376,1735,1446,2513,216,205,0.633,35.0,3.3,50,56
1025,1026,7.2,1,7,9,5,13,2324,110,10,6000,700,6600,9999,11.08,9999.0,7.7,10.7,1394,556,12.7,15,18,2,28,33,38,42,4675,1740,1459,2703,217,205,0.581,50.6,2.294,50,56
1026,1027,7.2,1,7,9,4,12,1998,108,10,6000,850,9999,9999,11.64,9999.0,9999.0,8.6,1095,480,10.1,15,21,2,28,33,39,42,3931,1698,1365,2463,215,185,0.608,33.0,3.339,52,54
1027,1028,7.2,1,7,9,4,12,1985,110,9,5500,825,9999,9999,15.19,9999.0,9999.0,9.8,1515,540,13.8,15,18,2,29,33,38,42,4805,1792,1449,2703,215,240,9999.0,44.3,2.673,50,54
1028,1029,7.2,1,7,9,4,12,1985,136,9,5500,900,6190,9999,16.65,9999.0,9999.0,8.0,1315,495,9.7,15,18,2,29,33,39,42,4629,1711,1423,2604,230,263,9999.0,42.2,2.673,50,54
1029,1030,7.2,1,7,9,4,12,2290,165,9,5500,9999,9999,9999,18.77,9999.0,9999.0,7.1,1320,490,8.0,15,18,2,29,33,39,42,4629,1711,1423,2604,245,342,9999.0,42.9,2.673,50,54
1030,1031,7.2,1,7,9,4,12,2290,165,9,5500,9999,9999,9999,18.77,9999.0,9999.0,6.8,1320,490,8.0,15,18,2,29,33,39,42,4629,1711,1428,2605,250,342,9999.0,42.9,2.673,50,54
1031,1032,7.2,1,7,9,5,12,2435,103,10,5700,9999,9999,9999,11.35,9999.0,9999.0,11.4,1507,533,14.6,15,21,2,28,33,38,42,4822,1832,1434,2791,200,220,9999.0,46.8,2.5,50,54
1032,1033,7.2,1,7,9,6,12,2922,147,11,6000,650,9999,9999,12.04,9999.0,9999.0,8.2,1554,506,10.6,15,21,2,28,33,38,42,4822,1832,1434,2791,235,280,9999.0,39.5,2.975,50,54
1033,1034,7.2,1,7,9,5,12,1998,113,11,6500,750,7000,9999,11.7,9999.0,9999.0,8.0,1190,500,10.5,15,21,2,28,33,39,42,4031,1755,1420,2540,213,186,9999.0,32.3,3.4,50,54
1034,1035,7.2,3,7,9,4,14,1994,92,10,5600,700,9999,9999,11.6,9999.0,9999.0,9.4,1180,500,12.8,15,21,2,28,33,38,42,4350,1690,1415,2520,191,184,0.6629999999999999,35.0,3.218,50,54
1035,1036,7.2,3,7,9,4,14,1994,92,10,5600,700,9999,9999,11.6,9999.0,9999.0,9.4,1175,505,12.8,15,21,2,28,33,38,42,4350,1690,1415,2520,191,184,0.6629999999999999,33.2,3.3930000000000002,50,54
1036,1037,7.2,3,7,9,4,14,1994,92,10,5600,700,9999,9999,11.6,9999.0,9999.0,9.7,1225,495,13.3,15,21,2,28,33,38,42,4350,1690,1420,2520,187,184,0.7040000000000001,35.0,3.218,50,54
1037,1038,7.2,3,7,9,4,14,1994,92,10,5600,700,9999,9999,11.6,9999.0,9999.0,9.7,1215,505,13.2,15,21,2,28,33,38,42,4350,1690,1420,2520,187,184,0.7040000000000001,33.2,3.3930000000000002,50,54
1038,1039,7.2,3,7,9,4,14,1994,92,10,5600,700,9999,9999,11.6,9999.0,9999.0,10.7,1375,460,14.9,15,21,2,28,33,38,42,4605,1695,1415,2650,194,184,9999.0,34.8,3.237,50,54
1039,1040,7.2,1,7,9,4,12,1793,81,10,5750,9999,9999,9999,10.65,9999.0,9999.0,12.5,1141,489,14.1,15,21,2,28,33,39,42,4475,1711,1415,2560,188,152,9999.0,40.6,2.6830000000000003,50,54
1040,1041,7.2,2,7,9,4,12,1799,90,10,5500,750,6350,6200,11.87,5.3,8.0,12.5,1340,580,14.9,15,20,2,28,33,38,42,4516,1723,1458,2690,190,170,0.68,36.7,3.167,50,54
1041,1042,7.2,2,7,9,4,12,1998,100,10,5500,750,6350,6200,11.95,4.9,7.3,11.3,1350,580,13.5,15,20,2,28,33,38,42,4516,1723,1458,2690,200,190,0.68,36.6,3.175,50,54
1042,1043,7.2,3,7,9,4,12,1781,132,10,6000,860,6800,9999,16.58,9999.0,9999.0,8.0,1415,550,10.7,15,22,2,29,33,38,42,4479,1733,1416,2607,227,235,0.6729999999999999,35.5,3.259,50,54
1043,1044,7.2,1,7,9,4,12,1781,92,10,5800,800,9999,9999,11.85,9999.0,9.0,13.5,1435,580,15.6,15,22,2,28,33,38,42,4796,1810,1479,2760,195,168,0.657,33.1,3.498,50,54
1044,1045,7.2,2,7,9,6,12,1991,110,11,5900,700,9999,6500,11.99,9999.0,9999.0,10.6,1570,625,14.3,15,18,2,28,33,38,42,4808,1799,1445,2827,212,190,0.6509999999999999,32.5,3.6,50,54
1045,1046,7.2,2,8,9,6,12,2497,96,23,4500,750,9999,9999,12.58,9999.0,9999.0,13.5,1733,557,18.1,15,24,1,29,33,39,44,4898,1776,1505,2730,190,250,0.726,47.4,2.494,51,57
1046,1047,7.2,1,7,9,4,12,1781,92,10,5800,860,7100,9999,11.85,9999.0,8.7,12.7,1340,550,14.6,15,22,2,28,33,38,42,4669,1740,1496,2703,195,168,0.667,33.2,3.498,50,54
1047,1048,7.2,3,7,9,4,12,1781,92,10,5800,860,7100,9999,11.85,9999.0,7.5,11.5,1422,558,15.5,15,22,2,28,33,38,42,4669,1740,1498,2702,196,168,0.667,32.3,3.5989999999999998,50,54
1048,1049,7.2,1,7,9,4,12,1998,97,10,5500,800,9999,9999,11.32,9999.0,9999.0,11.4,1368,572,14.1,15,21,2,28,33,39,42,4712,1755,1420,2740,198,180,0.7040000000000001,34.1,3.3280000000000003,50,54
1049,1050,7.2,1,7,9,4,12,1985,110,9,5500,825,9999,9999,15.19,9999.0,9999.0,9.8,1510,620,13.7,15,18,2,29,33,38,42,4805,1792,1497,2703,215,240,9999.0,44.3,2.673,50,54
1050,1051,7.2,1,7,9,5,12,2435,147,9,6000,670,9999,9999,14.71,9999.0,9999.0,7.9,1529,581,10.4,15,21,2,29,33,39,42,4710,1804,1488,2755,225,285,0.669,41.3,2.8,50,54
1051,1052,7.2,1,7,9,4,12,1396,66,9,6400,9999,9999,9999,10.8,9999.0,9999.0,15.1,1135,475,17.2,15,21,1,28,33,39,42,4425,1695,1440,2620,172,120,9999.0,31.5,3.364,50,54
1052,1053,7.2,1,7,9,4,12,1991,100,10,5800,9999,9999,9999,11.23,9999.0,9999.0,12.5,1315,560,13.2,15,21,2,28,33,38,42,4675,1710,1515,2670,189,178,0.772,42.1,2.676,52,54
1053,1054,7.2,1,7,9,4,12,1998,94,10,5400,700,9999,9999,11.2,9999.0,9999.0,10.8,1305,495,13.9,15,21,2,28,33,39,42,4570,1710,1500,2630,195,178,0.589,39.8,2.835,50,54
1054,1055,7.2,1,7,9,4,12,1997,100,10,5800,9999,9999,9999,11.52,9999.0,9999.0,13.1,1737,663,17.4,15,21,2,28,33,38,42,4695,1840,1760,2830,179,183,0.9520000000000001,36.9,3.2760000000000002,50,56
1055,1056,7.2,1,8,11,4,12,1896,50,23,3700,850,4800,9999,9.28,9999.0,16.8,28.5,1705,895,34.1,15,21,1,29,35,40,44,4789,1840,1940,2920,132,140,1094.0,34.0,3.486,51,57
1056,1057,7.2,1,8,11,4,12,1896,50,23,3700,850,4800,9999,9.28,9999.0,16.8,28.5,1745,855,34.9,15,21,1,29,35,40,44,5189,1840,1940,3320,132,140,1094.0,34.0,3.486,51,57
1057,1058,7.2,1,7,11,4,12,1581,76,11,5750,850,9999,9999,11.45,9999.0,9999.0,12.6,1300,570,17.1,15,21,2,28,33,39,42,3994,1871,1695,2666,170,144,0.7390000000000001,30.5,3.721,50,54
1058,1059,7.2,1,7,10,4,12,1590,77,10,6200,750,9999,9999,10.67,9999.0,9999.0,11.2,1180,350,15.3,15,21,1,28,33,39,42,4010,1695,1575,2350,165,135,9999.0,30.2,3.969,50,54
1059,1060,7.2,1,7,10,4,12,1590,77,10,6200,750,9999,9999,10.67,9999.0,9999.0,11.7,1257,383,16.3,15,21,1,28,33,39,42,4110,1695,1580,2450,165,135,9999.0,30.2,3.969,50,54
1060,1061,7.2,5,7,10,4,12,1299,59,10,6000,750,9999,9999,10.06,9999.0,9999.0,9999.0,1050,370,17.8,15,21,1,28,33,38,42,3625,1600,1705,2250,135,104,9999.0,40.6,3.18,52,54
1061,1062,7.2,1,8,11,4,12,2903,93,19,3600,9999,9999,9999,14.63,9999.0,9999.0,19.0,1880,665,20.2,15,21,2,29,34,39,43,4890,1900,1730,2905,167,338,9999.0,48.2,2.58,51,0
1062,1063,7.2,1,8,11,4,12,2500,85,21,4000,875,9999,9999,13.57,9999.0,9999.0,13.8,1810,695,21.3,16,25,1,29,37,39,44,4733,1950,1802,2878,175,270,9999.0,43.9,2.755,51,59
1063,1064,7.2,1,8,11,4,12,2500,85,21,4000,875,9999,9999,13.57,9999.0,9999.0,13.8,1870,645,22.0,16,25,1,29,37,39,44,5070,1950,1802,3030,175,270,9999.0,43.9,2.755,51,59
1064,1065,7.3,2,7,9,4,12,2295,142,9,5300,750,6350,5800,15.33,4.1,5.9,8.4,1350,500,9.5,15,20,2,30,33,38,42,4567,1722,1371,2690,234,280,0.617,41.8,2.7680000000000002,50,54
1065,1066,7.3,2,7,9,4,12,2295,145,9,5500,750,6350,6200,15.33,3.5,4.9,7.2,1310,335,9.0,15,20,2,30,33,38,42,4010,1712,1279,2400,240,280,0.632,42.2,2.7,50,54
1066,1067,7.3,3,7,9,4,12,1781,165,9,5900,860,6800,9999,19.76,9999.0,4.3,6.4,1395,385,8.5,15,21,2,29,33,38,42,4041,1764,1345,2429,243,280,0.677,38.3,3.24,50,56
1067,1068,7.3,3,8,9,8,13,3328,165,19,4000,9999,9999,9999,18.12,9999.0,5.9,8.2,1860,600,11.3,15,23,4,31,34,38,43,5034,1880,1438,2880,242,480,0.653,56.4,2.193,51,57
1068,1069,7.3,3,7,9,4,12,1781,110,10,5700,800,6800,9999,14.82,9999.0,5.8,8.6,1375,550,12.5,15,22,2,29,33,38,42,4479,1733,1416,2607,219,210,0.65,35.6,3.259,50,54
1069,1070,7.3,1,7,9,6,13,2771,142,11,6000,9999,6600,9999,12.7,9999.0,5.7,8.1,1460,580,10.3,15,22,4,28,33,38,42,4796,1810,1452,2760,236,280,0.613,39.6,2.9189999999999996,50,54
1070,1071,7.3,1,7,9,6,13,2498,125,11,5800,720,9999,9999,11.57,9999.0,9999.0,8.5,1356,569,10.8,15,21,4,28,33,38,42,4495,1707,1425,2637,230,230,0.557,37.3,3.1,52,56
1071,1072,7.3,3,7,9,4,12,1781,132,10,5500,860,6800,9999,16.58,9999.0,9999.0,9999.0,1387,525,10.5,15,21,2,29,33,38,42,4183,1742,1439,2511,224,235,9999.0,38.3,3.0,52,58
1072,1073,7.3,1,7,9,5,13,2324,110,10,6000,700,9999,9999,11.08,9999.0,9999.0,9.2,1303,502,11.8,15,18,2,28,33,38,42,4439,1742,1436,2513,216,205,0.654,35.1,3.31,50,56
1073,1074,7.3,1,7,9,4,12,1998,108,10,6000,850,9999,9999,11.64,9999.0,9999.0,8.7,1185,470,11.0,15,21,2,28,33,39,42,4028,1698,1368,2463,215,185,0.563,33.0,3.333,52,54
1074,1075,7.3,1,7,9,4,12,1998,108,10,6000,850,9999,9999,11.64,9999.0,9999.0,8.7,1185,470,11.0,15,21,2,28,33,39,42,4028,1698,1368,2463,215,185,0.563,33.0,3.333,52,54
1075,1076,7.3,1,7,9,4,12,2290,125,9,5500,825,9999,9999,15.37,9999.0,9999.0,8.7,1520,535,12.2,15,18,2,29,33,38,42,4805,1792,1449,2703,225,280,9999.0,44.3,2.673,50,54
1076,1077,7.3,1,7,9,4,12,1985,147,9,5500,900,9999,9999,17.92,9999.0,9999.0,7.3,1325,485,9.0,15,18,2,28,33,39,42,4629,1711,1423,2604,235,283,9999.0,9999.0,9999.0,50,54
1077,1078,7.3,1,7,9,4,12,1985,147,9,5500,900,9999,9999,17.92,9999.0,9999.0,11.0,1325,485,9.0,15,18,2,28,33,39,42,4629,1711,1428,2605,235,283,9999.0,42.2,2.673,50,54
1078,1079,7.3,1,7,9,4,12,1985,147,9,5500,900,9999,9999,17.92,9999.0,9999.0,7.3,1325,485,9.0,15,18,2,29,33,39,42,4629,1711,1428,2605,235,283,9999.0,42.2,2.673,50,54
1079,1080,7.3,1,7,9,4,12,1969,114,10,6400,850,9999,9999,11.93,9999.0,9999.0,9.6,1420,510,12.5,15,21,2,28,33,38,42,4723,1810,1415,2702,213,187,9999.0,32.1,3.5989999999999998,52,54
1080,1081,7.3,1,7,9,5,12,1998,113,10,6700,750,7000,9999,11.7,9999.0,9999.0,8.9,1270,410,11.2,15,21,2,28,33,39,42,4250,1768,1340,2540,212,186,9999.0,32.8,3.2739999999999996,50,54
1081,1082,7.3,1,7,9,5,12,1998,113,11,6500,750,7000,9999,11.7,9999.0,9999.0,8.6,1255,575,11.1,15,21,2,28,33,39,42,4390,1741,1420,2540,210,186,9999.0,31.8,3.431,50,54
1082,1083,7.3,1,7,9,5,12,1998,114,10,6500,9999,9999,9999,11.7,9999.0,9999.0,9.4,1440,550,12.6,15,21,2,28,33,38,42,4687,1826,1462,2700,212,186,9999.0,40.2,2.9,50,54
1083,1084,7.3,1,7,9,5,12,1998,113,11,6500,750,7000,9999,11.7,9999.0,9999.0,9.6,1350,520,11.9,15,21,2,28,33,39,42,4466,1743,1462,2593,210,186,9999.0,32.9,3.531,50,54
1084,1085,7.3,1,7,9,4,12,1997,98,10,5300,770,9999,9999,11.26,9999.0,9999.0,9.2,1215,465,12.4,15,21,1,28,33,39,42,4545,1750,1315,2585,201,179,9999.0,33.6,3.3569999999999998,52,54
1085,1086,7.3,1,7,9,4,12,1997,104,10,6000,750,9999,9999,11.26,9999.0,9999.0,9.5,1320,430,12.7,15,21,2,28,33,38,42,4385,1745,1295,2510,217,179,9999.0,33.8,3.388,50,54
1086,1087,7.3,1,7,9,6,13,1995,103,10,6400,9999,9999,9999,11.28,9999.0,9999.0,11.3,1415,600,13.7,15,20,4,28,33,38,42,4920,1780,1435,2750,203,179,9999.0,33.3,3.554,52,56
1087,1088,7.3,3,7,9,4,14,1994,92,10,5600,700,9999,9999,11.6,9999.0,9999.0,10.7,1230,450,13.4,15,21,2,28,33,38,42,4350,1690,1415,2520,181,184,0.6629999999999999,39.5,2.852,50,54
1088,1089,7.3,3,7,9,4,14,1994,92,10,5600,700,9999,9999,11.6,9999.0,9999.0,11.0,1275,445,13.9,15,21,2,28,33,38,42,4350,1690,1420,2520,175,184,0.7040000000000001,39.5,2.852,50,54
1089,1090,7.3,3,7,9,4,14,2457,115,10,5600,700,9999,9999,11.41,9999.0,9999.0,9.0,1395,480,12.1,15,23,4,28,33,38,42,4605,1695,1415,2650,208,223,9999.0,36.5,3.71,50,54
1090,1091,7.3,1,7,9,4,12,1590,71,10,6000,750,9999,9999,10.59,9999.0,9999.0,14.0,990,510,13.9,15,21,1,28,33,38,42,4225,1690,1390,2480,165,134,9999.0,37.3,2.8280000000000003,50,54
1091,1092,7.3,1,7,9,4,12,1997,100,10,5800,9999,9999,9999,11.33,9999.0,9999.0,10.5,1338,572,13.4,15,21,2,28,33,38,42,4710,1818,1410,2700,194,180,9999.0,39.8,2.878,50,56
1092,1093,7.3,1,7,9,4,12,1975,102,10,6000,800,9999,9999,11.58,9999.0,9999.0,9.2,1175,425,11.5,15,22,2,28,33,38,42,4345,1730,1303,2475,200,182,0.677,33.4,3.216,50,54
1093,1094,7.3,1,7,9,4,12,1793,82,10,5800,9999,9999,9999,10.65,9999.0,9999.0,12.3,1149,441,14.0,15,21,2,28,0,39,42,4253,1692,1390,2500,185,152,9999.0,39.3,2.6830000000000003,50,54
1094,1095,7.3,2,7,9,4,12,1799,90,10,5500,750,6350,6200,11.87,5.7,8.8,13.3,1375,545,15.3,15,20,2,28,33,38,42,4516,1723,1458,2690,187,170,0.68,38.4,3.21,50,54
1095,1096,7.3,2,7,9,4,12,1998,100,10,5500,750,6350,6200,11.95,5.2,7.9,12.1,1385,545,13.9,15,20,2,28,33,38,42,4516,1723,1458,2690,197,190,0.68,40.4,2.872,50,54
1096,1097,7.3,2,7,9,6,13,2799,145,10,5800,700,6000,6000,11.9,3.9,5.9,8.7,1435,535,9.9,15,20,2,28,33,38,42,4516,1723,1458,2690,226,265,0.68,45.6,2.548,52,54
1097,1098,7.3,2,7,9,4,12,1998,100,10,5500,750,6350,6200,11.95,5.0,8.1,11.0,1540,650,15.4,15,20,2,28,33,38,42,4839,1799,1505,2833,198,190,0.71,40.8,2.9,50,54
1098,1099,7.3,3,7,9,4,12,1781,110,10,5700,800,6800,9999,14.82,9999.0,5.9,8.7,1410,550,12.8,15,22,2,29,33,38,42,4479,1733,1416,2607,215,210,0.653,35.6,3.259,50,54
1099,1100,7.3,1,7,9,6,13,2771,142,11,6000,9999,6600,9999,12.7,9999.0,6.1,8.4,1515,580,10.7,15,22,4,28,33,38,42,4796,1810,1479,2760,234,280,0.679,39.6,2.9189999999999996,50,54
1100,1101,7.3,1,7,9,6,13,2495,125,10,6250,725,9999,9999,11.08,9999.0,9999.0,10.3,1414,596,11.3,15,24,4,28,33,38,42,4671,1751,1480,2704,200,220,0.6970000000000001,43.0,2.61,52,54
1101,1102,7.3,1,7,9,4,12,1998,100,11,5600,850,9999,9999,11.82,9999.0,9999.0,11.0,1250,550,12.5,15,21,2,28,33,39,42,4288,1709,1465,2611,195,188,0.645,41.3,2.8,50,54
1102,1103,7.3,1,7,9,5,13,2324,110,10,6000,700,6600,9999,11.08,9999.0,6.6,9.4,1361,494,12.4,15,18,2,28,33,38,42,4409,1735,1485,2515,216,205,0.6779999999999999,35.0,3.3,50,56
1103,1104,7.3,1,7,9,4,12,1948,102,11,6000,9999,9999,9999,11.74,9999.0,9999.0,9.9,1360,750,13.3,15,21,2,28,33,39,42,4620,1748,1448,2670,200,182,0.693,32.0,3.628,50,54
1104,1105,7.3,1,7,9,4,12,2290,125,9,5500,825,9999,9999,15.37,9999.0,9999.0,8.7,1510,620,12.1,15,18,2,29,33,38,42,4805,1792,1497,2703,225,280,9999.0,44.3,2.673,50,54
1105,1106,7.3,1,7,9,5,12,1998,113,11,6500,750,7000,9999,11.7,9999.0,9999.0,8.6,1315,580,11.6,15,21,2,28,33,39,42,4487,1741,1500,2540,210,186,9999.0,31.8,3.431,50,54
1106,1107,7.3,1,7,9,5,12,1998,113,11,6500,750,7000,9999,11.7,9999.0,9999.0,9.9,1390,525,12.3,15,21,2,28,33,39,42,4466,1743,1470,2593,210,186,9999.0,32.9,3.531,50,54
1107,1108,7.3,1,7,9,4,12,1997,100,10,6000,9999,9999,9999,11.2,9999.0,9999.0,12.2,1330,575,13.3,15,21,1,28,33,38,42,4680,1740,1495,2635,190,178,9999.0,42.0,2.6839999999999997,50,54
